,gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
3440,1,1,0,2,2,1,0,2,194,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,3,2,3,4,4,3,3,3,1,1,0,1,3,2,3,0,0,2,0,2,3,3,2,1,4,3,0,4,1
3441,1,1,0,2,0,0,0,2,194,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,2,3,4,4,2,4,4,1,1,0,1,3,2,3,0,0,2,0,2,3,3,2,1,4,3,0,3,1
3442,1,1,0,2,2,1,0,2,194,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,3,2,2,2,3,1,2,0,1,1,0,1,3,2,3,0,0,2,0,2,3,3,2,1,4,3,0,1,0
3443,1,1,0,2,2,1,0,2,194,1,0,1,1,0,0,0,0,0,0,0,0,3,3,2,3,2,4,2,1,2,2,1,1,1,0,1,3,2,3,0,0,2,0,2,3,3,2,1,4,2,0,2,1
3445,1,0,0,1,2,0,0,0,70,1,0,1,1,0,0,1,0,0,0,0,0,3,4,4,3,4,3,3,3,3,3,2,4,4,4,2,1,1,1,2,3,3,2,3,3,3,4,2,0,1,2,3,1
3447,1,0,0,1,0,0,0,0,70,0,1,0,0,0,0,1,0,0,0,0,0,3,4,4,3,4,3,3,3,3,3,3,4,4,4,2,1,1,1,2,3,3,2,3,3,3,4,2,0,1,2,3,1
3449,1,0,0,1,4,0,0,0,70,0,1,0,0,0,0,1,0,0,0,0,0,3,4,4,3,4,3,3,3,3,3,3,4,4,4,2,1,1,1,2,3,3,2,3,3,3,4,2,0,2,2,3,1
3450,1,0,1,1,0,0,0,0,70,0,0,0,0,0,0,1,0,0,0,0,0,3,4,4,3,4,4,4,4,4,4,4,4,4,4,2,1,1,1,2,3,3,2,3,3,3,4,2,0,3,2,4,1
3451,1,0,1,1,2,0,0,0,70,0,1,0,0,0,0,1,0,0,0,0,0,3,4,4,3,4,3,3,3,3,3,3,4,4,4,2,1,1,1,2,3,3,2,3,3,3,4,2,0,3,2,3,1
3452,1,0,0,1,1,1,0,0,70,0,0,0,0,0,0,1,0,0,0,0,0,3,4,4,3,4,3,3,3,3,3,3,4,4,4,2,1,1,1,2,3,3,2,3,3,3,4,2,0,1,2,3,1
3453,1,0,0,1,2,0,0,0,70,0,0,1,0,0,0,1,0,0,0,0,0,3,4,4,3,4,3,3,3,3,3,3,4,4,4,2,1,1,1,2,3,3,2,3,3,3,4,2,0,2,2,3,1
3454,1,0,1,1,2,0,0,0,70,0,0,2,0,0,0,1,0,0,0,0,0,3,4,4,3,4,3,3,3,0,3,0,4,4,4,2,1,1,1,2,3,3,2,3,3,3,4,2,0,3,2,3,1
3456,1,0,0,1,3,0,0,0,70,1,0,0,0,0,0,1,0,0,0,0,0,3,4,4,3,4,4,4,4,4,4,4,4,4,4,2,1,1,1,2,3,3,2,3,3,3,4,2,0,3,2,4,1
3457,1,0,0,1,0,0,0,0,70,0,0,0,0,0,0,1,0,0,0,0,0,3,4,4,3,4,4,4,4,4,4,4,4,4,4,2,1,1,1,2,3,3,2,3,3,3,4,2,0,2,2,3,1
3458,1,0,0,1,2,0,0,0,70,0,0,1,0,0,0,1,0,0,0,0,0,3,4,4,3,4,3,3,3,3,3,3,4,4,4,2,1,1,1,2,3,3,2,3,3,3,4,2,0,2,2,3,1
3459,1,0,0,1,2,0,0,0,70,1,0,1,1,0,0,1,0,0,0,0,0,3,4,4,3,4,4,4,3,3,3,3,4,4,4,2,1,1,1,2,3,3,2,3,3,3,4,2,0,2,2,3,1
3461,1,1,1,0,0,1,0,0,69,1,1,0,0,0,0,2,0,0,0,0,0,4,4,4,4,4,1,1,1,2,2,0,4,2,2,2,1,1,3,2,2,3,0,2,1,1,3,0,3,1,2,0,0
3462,1,1,0,0,2,0,0,0,69,1,0,1,1,0,0,2,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,1,3,2,2,3,0,2,1,1,3,0,3,2,2,4,1
3463,1,1,0,0,0,1,0,0,69,0,0,0,0,0,0,2,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,1,3,2,2,3,0,2,1,1,3,0,3,2,2,4,1
3464,1,1,0,0,0,1,0,0,69,0,1,0,0,0,0,2,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,1,3,2,2,3,0,2,1,1,3,0,3,1,2,2,1
3465,1,1,0,0,2,0,0,0,69,1,0,1,0,0,0,2,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,1,3,2,2,3,0,2,1,1,3,0,3,3,2,4,1
3466,1,1,0,0,4,0,0,0,69,0,1,0,0,0,0,2,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,2,4,2,2,2,1,1,3,2,2,3,0,2,1,1,3,0,3,3,2,4,1
3467,1,1,0,0,2,0,0,0,69,0,0,0,0,0,0,2,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,1,3,2,2,3,0,2,1,1,3,0,3,2,2,4,1
3469,1,1,0,0,0,1,0,0,69,0,0,0,0,0,0,2,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,2,4,2,2,2,1,1,3,2,2,3,0,2,1,1,3,0,3,2,2,3,1
3470,1,1,1,0,2,0,0,0,69,0,1,0,0,0,0,2,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,1,3,2,2,3,0,2,1,1,3,0,3,3,2,4,1
3471,1,1,0,0,1,0,0,0,69,0,0,0,0,0,0,2,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,4,2,2,2,1,1,3,2,2,3,0,2,1,1,3,0,3,1,2,0,0
3472,1,1,0,0,2,0,0,0,69,0,0,1,0,0,0,2,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,1,3,2,2,3,0,2,1,1,3,0,3,2,2,4,1
3473,1,1,1,0,2,0,0,0,69,0,0,2,0,0,0,2,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,1,3,2,2,3,0,2,1,1,3,0,3,2,2,4,1
3475,1,1,0,0,0,1,0,0,69,0,1,0,0,0,0,2,0,0,0,0,0,4,4,4,4,4,2,2,2,2,2,2,4,2,2,2,1,1,3,2,2,3,0,2,1,1,3,0,3,1,2,0,0
3477,1,1,0,0,2,0,0,0,69,0,0,1,0,0,0,2,0,0,0,0,0,4,4,4,4,4,3,3,4,4,4,4,4,2,2,2,1,1,3,2,2,3,0,2,1,1,3,0,3,2,2,2,1
3478,1,1,0,0,0,1,0,0,69,0,0,0,0,0,0,2,0,0,0,0,0,4,4,4,4,4,2,2,4,2,4,4,4,2,2,2,1,1,3,2,2,3,0,2,1,1,3,0,3,3,2,2,1
3479,1,1,0,0,2,0,0,0,69,0,0,1,0,0,0,2,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,1,3,2,2,3,0,2,1,1,3,0,3,1,2,4,1
3480,1,1,0,0,2,0,0,0,69,1,0,1,1,0,0,2,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,1,1,3,2,2,3,0,2,1,1,3,0,3,1,2,4,1
3482,1,0,1,4,0,0,0,0,74,1,1,0,0,0,0,0,0,1,1,0,0,3,4,4,4,3,2,2,2,1,1,1,2,3,2,4,4,4,4,4,2,3,3,1,4,4,4,4,4,2,4,2,1
3483,1,0,0,4,2,0,0,0,74,1,0,1,1,0,0,0,0,1,1,0,0,3,4,4,4,3,3,3,3,3,3,3,2,3,2,4,4,4,4,4,2,3,3,1,4,4,4,4,4,1,4,3,1
3484,1,0,0,4,0,0,0,0,74,0,0,0,0,0,0,0,0,1,1,0,0,3,4,4,4,3,1,1,1,1,1,1,2,3,2,4,4,4,4,4,2,3,3,1,4,4,4,4,4,1,4,1,1
3485,1,0,0,4,0,0,0,0,74,0,1,0,0,0,0,0,0,1,1,0,0,3,4,4,4,3,2,2,2,2,2,2,2,3,2,4,4,4,4,4,2,3,3,1,4,4,4,4,4,3,4,2,1
3486,1,0,0,4,2,0,0,0,74,1,0,1,0,0,0,0,0,1,1,0,0,3,4,4,4,3,3,3,3,3,3,3,2,3,2,4,4,4,4,4,2,3,3,1,4,4,4,4,4,3,4,3,1
3487,1,0,0,4,4,1,0,0,74,0,1,0,0,0,0,0,0,1,1,0,0,3,4,4,4,3,3,3,3,3,3,3,2,3,2,4,4,4,4,4,2,3,3,1,4,4,4,4,4,2,4,3,1
3489,1,0,1,4,0,0,0,0,74,0,0,0,0,0,0,0,0,1,1,0,0,3,4,4,4,3,2,2,2,2,2,2,2,3,2,4,4,4,4,4,2,3,3,1,4,4,4,4,4,2,4,2,1
3490,1,0,0,4,0,0,0,0,74,0,0,0,0,0,0,0,0,1,1,0,0,3,4,4,4,3,2,2,2,2,2,2,2,3,2,4,4,4,4,4,2,3,3,1,4,4,4,4,4,2,4,2,1
3492,1,0,0,4,1,0,0,0,74,0,0,0,0,0,0,0,0,1,1,0,0,3,4,4,4,3,2,2,2,2,2,2,2,3,2,4,4,4,4,4,2,3,3,1,4,4,4,4,4,3,4,2,1
3493,1,0,0,4,2,0,0,0,74,0,0,1,0,0,0,0,0,1,1,0,0,3,4,4,4,3,3,3,3,3,3,3,2,3,2,4,4,4,4,4,2,3,3,1,4,4,4,4,4,2,4,3,1
3494,1,0,1,4,2,0,0,0,74,0,0,2,0,0,0,0,0,1,1,0,0,3,4,4,4,3,3,3,3,3,3,3,2,3,2,4,4,4,4,4,2,3,3,1,4,4,4,4,4,2,4,3,1
3495,1,0,1,4,2,0,0,0,74,1,0,0,1,0,0,0,0,1,1,0,0,3,4,4,4,3,3,3,3,3,3,3,2,3,2,4,4,4,4,4,2,3,3,1,4,4,4,4,4,2,4,3,1
3496,1,0,0,4,0,0,0,0,74,0,1,0,0,0,0,0,0,1,1,0,0,3,4,4,4,3,2,2,2,2,2,2,2,3,2,4,4,4,4,4,2,3,3,1,4,4,4,4,4,3,4,2,1
3498,1,0,0,4,2,0,0,0,74,0,0,1,0,0,0,0,0,1,1,0,0,3,4,4,4,3,3,3,3,3,3,3,2,3,2,4,4,4,4,4,2,3,3,1,4,4,4,4,4,3,4,3,1
3500,1,0,0,4,2,0,0,0,74,0,0,1,0,0,0,0,0,1,1,0,0,3,4,4,4,3,2,2,2,2,2,2,2,3,2,4,4,4,4,4,2,3,3,1,4,4,4,4,4,2,4,2,1
3501,1,0,0,4,2,0,0,0,74,1,0,1,1,0,0,0,0,1,1,0,0,3,4,4,4,3,3,3,3,3,3,3,2,3,2,4,4,4,4,4,2,3,3,1,4,4,4,4,4,2,4,3,1
3502,1,0,0,2,1,0,1,3,140,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,3,3,3,3,3,3,2,3,3,1,1,1,3,3,4,3,1,3,2,3,3,3,2,1,3,3,3,2,1
3503,1,0,0,0,2,0,0,0,115,1,0,1,1,0,0,1,1,0,0,0,0,3,4,2,3,4,3,3,3,3,3,4,0,0,2,3,0,0,4,2,1,3,3,3,4,3,3,3,3,3,3,3,1
3504,1,0,0,0,0,1,0,0,115,0,0,0,0,0,0,1,1,0,0,0,0,3,4,2,3,4,3,3,2,2,2,4,0,0,2,3,0,0,4,2,1,3,3,3,4,3,3,3,3,2,3,3,1
3505,1,0,0,0,0,1,0,0,115,0,1,0,0,0,0,1,1,0,0,0,0,3,4,2,3,4,2,3,2,2,2,2,0,0,2,3,0,0,4,2,1,3,3,3,4,3,3,3,3,4,3,2,1
3506,1,0,0,0,2,0,0,0,115,1,0,1,0,0,0,1,1,0,0,0,0,3,4,2,3,4,3,2,3,2,2,2,0,0,2,3,0,0,4,2,1,3,3,3,4,3,3,3,3,3,3,3,1
3507,1,0,0,0,4,0,0,0,115,0,1,0,0,0,0,1,1,0,0,0,0,3,4,2,3,4,3,2,2,1,1,1,0,0,2,3,0,0,4,2,1,3,3,3,4,3,3,3,3,2,3,2,1
3508,1,0,0,0,2,0,0,0,115,0,0,0,0,0,0,1,1,0,0,0,0,3,4,2,3,4,3,2,2,2,2,1,0,0,2,3,0,0,4,2,1,3,3,3,4,3,3,3,3,2,3,2,0
3509,1,0,1,0,0,1,0,0,115,0,0,0,0,0,0,1,1,0,0,0,0,3,4,2,3,4,3,3,3,2,2,2,0,0,2,3,0,0,4,2,1,3,3,3,4,3,3,3,3,3,3,3,1
3510,1,0,0,0,0,1,0,0,115,0,0,0,0,0,0,1,1,0,0,0,0,3,4,2,3,4,1,2,2,1,2,3,0,0,2,3,0,0,4,2,1,3,3,3,4,3,3,3,3,2,3,1,0
3511,1,0,1,0,2,0,0,0,115,0,1,0,0,0,0,1,1,0,0,0,0,3,4,2,3,4,2,3,2,2,2,2,0,0,2,3,0,0,4,2,1,3,3,3,4,3,3,3,3,2,3,2,1
3513,1,0,1,0,2,0,0,0,115,0,0,2,0,0,0,1,1,0,0,0,0,3,4,2,3,4,2,4,3,2,2,2,0,0,2,3,0,0,4,2,1,3,3,3,4,3,3,3,3,2,3,2,1
3514,1,0,0,0,0,1,0,0,115,0,1,0,0,0,0,1,1,0,0,0,0,3,4,2,3,4,4,4,4,4,2,4,0,0,2,3,0,0,4,2,1,3,3,3,4,3,3,3,3,2,3,4,1
3515,1,0,0,0,3,0,0,0,115,1,0,0,0,0,0,1,1,0,0,0,0,3,4,2,3,4,4,4,4,4,3,4,0,0,2,3,0,0,4,2,1,3,3,3,4,3,3,3,3,2,3,4,1
3516,1,0,0,0,2,0,0,0,115,0,0,1,0,0,0,1,1,0,0,0,0,3,4,2,3,4,3,3,3,3,3,3,0,0,2,3,0,0,4,2,1,3,3,3,4,3,3,3,3,3,3,3,1
3517,1,0,0,0,0,1,0,0,115,0,0,0,0,0,0,1,1,0,0,0,0,3,4,2,3,4,3,3,3,3,2,2,0,0,2,3,0,0,4,2,1,3,3,3,4,3,3,3,3,2,3,2,1
3518,1,0,0,0,2,0,0,0,115,0,0,1,0,0,0,1,1,0,0,0,0,3,4,2,3,4,4,2,3,4,2,3,0,0,2,3,0,0,4,2,1,3,3,3,4,3,3,3,3,2,3,4,1
3519,1,0,0,0,2,0,0,0,115,1,0,1,1,0,0,1,1,0,0,0,0,3,4,2,3,4,4,3,4,3,3,2,0,0,2,3,0,0,4,2,1,3,3,3,4,3,3,3,3,3,3,3,1
3521,1,1,1,2,0,0,1,2,194,1,1,0,0,0,0,0,0,0,1,0,0,2,3,3,3,3,1,2,2,1,1,2,4,2,1,3,2,2,2,1,1,3,0,2,3,2,3,0,0,3,2,1,0
3523,1,1,0,2,0,0,1,2,194,0,0,0,0,0,0,0,0,0,1,0,0,2,3,3,3,3,2,3,1,1,2,2,4,2,1,3,2,2,2,1,1,3,0,2,3,2,3,0,0,2,2,2,0
3524,1,1,0,2,0,0,1,2,194,0,1,0,0,0,0,0,0,0,1,0,0,2,3,3,3,3,2,2,2,2,2,2,4,2,1,3,2,2,2,1,1,3,0,2,3,2,3,0,0,1,2,2,1
3525,1,1,0,2,2,1,1,2,194,1,0,1,0,0,0,0,0,0,1,0,0,2,3,3,3,3,1,2,2,2,2,2,4,2,1,3,2,2,2,1,1,3,0,2,3,2,3,0,0,3,2,2,0
3526,1,1,0,2,4,0,1,2,194,0,1,0,0,0,0,0,0,0,1,0,0,2,3,3,3,3,2,2,2,2,2,2,4,2,1,3,2,2,2,1,1,3,0,2,3,2,3,0,0,3,2,1,0
3527,1,1,0,2,2,1,1,2,194,0,0,0,0,0,0,0,0,0,1,0,0,2,3,3,3,3,1,2,2,2,2,2,4,2,1,3,2,2,2,1,1,3,0,2,3,2,3,0,0,3,2,1,0
3528,1,1,1,2,0,0,1,2,194,0,0,0,0,0,0,0,0,0,1,0,0,2,3,3,3,3,1,2,2,1,2,2,4,2,1,3,2,2,2,1,1,3,0,2,3,2,3,0,0,4,2,2,0
3529,1,1,0,2,0,0,1,2,194,0,0,0,0,0,0,0,0,0,1,0,0,2,3,3,3,3,1,2,2,2,2,2,4,2,1,3,2,2,2,1,1,3,0,2,3,2,3,0,0,3,2,2,0
3530,1,1,1,2,2,1,1,2,194,0,1,0,0,0,0,0,0,0,1,0,0,2,3,3,3,3,1,3,3,2,2,2,4,2,1,3,2,2,2,1,1,3,0,2,3,2,3,0,0,3,2,2,0
3531,1,1,0,2,1,0,1,2,194,0,0,0,0,0,0,0,0,0,1,0,0,2,3,3,3,3,2,2,3,3,2,3,4,2,1,3,2,2,2,1,1,3,0,2,3,2,3,0,0,2,2,3,1
3532,1,1,0,2,2,1,1,2,194,0,0,1,0,0,0,0,0,0,1,0,0,2,3,3,3,3,1,1,2,1,1,2,4,2,1,3,2,2,2,1,1,3,0,2,3,2,3,0,0,3,2,1,0
3533,1,1,1,2,2,1,1,2,194,0,0,2,0,0,0,0,0,0,1,0,0,2,3,3,3,3,1,2,2,1,2,1,4,2,1,3,2,2,2,1,1,3,0,2,3,2,3,0,0,3,2,1,0
3534,1,1,1,2,2,1,1,2,194,1,0,0,1,0,0,0,0,0,1,0,0,2,3,3,3,3,3,2,3,2,2,2,4,2,1,3,2,2,2,1,1,3,0,2,3,2,3,0,0,3,2,2,1
3536,1,1,0,2,3,0,1,2,194,1,0,0,0,0,0,0,0,0,1,0,0,2,3,3,3,3,2,2,2,2,2,2,4,2,1,3,2,2,2,1,1,3,0,2,3,2,3,0,0,3,2,2,1
3537,1,1,0,2,2,1,1,2,194,0,0,1,0,0,0,0,0,0,1,0,0,2,3,3,3,3,2,3,3,2,2,2,4,2,1,3,2,2,2,1,1,3,0,2,3,2,3,0,0,3,2,2,1
3538,1,1,0,2,0,0,1,2,194,0,0,0,0,0,0,0,0,0,1,0,0,2,3,3,3,3,1,2,2,2,2,1,4,2,1,3,2,2,2,1,1,3,0,2,3,2,3,0,0,4,2,2,0
3539,1,1,0,2,2,1,1,2,194,0,0,1,0,0,0,0,0,0,1,0,0,2,3,3,3,3,2,3,1,1,1,1,4,2,1,3,2,2,2,1,1,3,0,2,3,2,3,0,0,2,2,1,0
3540,1,1,0,2,2,1,1,2,194,1,0,1,1,0,0,0,0,0,1,0,0,2,3,3,3,3,3,1,1,1,1,1,4,2,1,3,2,2,2,1,1,3,0,2,3,2,3,0,0,2,2,1,0
3541,1,1,1,0,3,0,0,0,144,0,1,1,1,1,0,0,1,0,0,0,0,1,4,4,3,3,3,2,2,2,3,0,4,2,0,3,1,2,4,1,1,3,2,2,3,2,3,0,0,2,3,2,0
3542,1,1,1,0,0,1,0,0,144,1,1,0,0,0,0,0,1,0,0,0,0,1,4,4,3,3,0,1,2,0,2,0,4,2,0,3,1,2,4,1,1,3,2,2,3,2,3,0,0,2,3,1,0
3543,1,1,0,0,2,0,0,0,144,1,0,1,1,0,0,0,1,0,0,0,0,1,4,4,3,3,2,4,3,3,2,2,4,2,0,3,1,2,4,1,1,3,2,2,3,2,3,0,0,3,3,3,1
3544,1,1,0,0,0,1,0,0,144,0,0,0,0,0,0,0,1,0,0,0,0,1,4,4,3,3,3,1,3,1,3,1,4,2,0,3,1,2,4,1,1,3,2,2,3,2,3,0,0,1,3,1,0
3545,1,1,0,0,0,1,0,0,144,0,1,0,0,0,0,0,1,0,0,0,0,1,4,4,3,3,2,3,3,3,3,3,4,2,0,3,1,2,4,1,1,3,2,2,3,2,3,0,0,2,3,3,1
3546,1,1,0,0,2,0,0,0,144,1,0,1,0,0,0,0,1,0,0,0,0,1,4,4,3,3,3,3,2,2,2,2,4,2,0,3,1,2,4,1,1,3,2,2,3,2,3,0,0,3,3,3,1
3547,1,1,0,0,4,0,0,0,144,0,1,0,0,0,0,0,1,0,0,0,0,1,4,4,3,3,3,2,3,0,3,0,4,2,0,3,1,2,4,1,1,3,2,2,3,2,3,0,0,3,3,2,0
3549,1,1,1,0,0,1,0,0,144,0,0,0,0,0,0,0,1,0,0,0,0,1,4,4,3,3,2,1,1,0,2,0,4,2,0,3,1,2,4,1,1,3,2,2,3,2,3,0,0,3,3,1,0
3551,1,1,1,0,2,0,0,0,144,0,1,0,0,0,0,0,1,0,0,0,0,1,4,4,3,3,2,4,4,3,2,3,4,2,0,3,1,2,4,1,1,3,2,2,3,2,3,0,0,3,3,3,1
3554,1,1,1,0,2,0,0,0,144,0,0,2,0,0,0,0,1,0,0,0,0,1,4,4,3,3,1,1,2,1,1,0,4,2,0,3,1,2,4,1,1,3,2,2,3,2,3,0,0,2,3,1,0
3555,1,1,1,0,2,0,0,0,144,1,0,0,1,0,0,0,1,0,0,0,0,1,4,4,3,3,3,4,3,3,1,2,4,2,0,3,1,2,4,1,1,3,2,2,3,2,3,0,0,3,3,3,1
3556,1,1,0,0,0,1,0,0,144,0,1,0,0,0,0,0,1,0,0,0,0,1,4,4,3,3,3,2,2,2,2,1,4,2,0,3,1,2,4,1,1,3,2,2,3,2,3,0,0,1,3,2,0
3557,1,1,0,0,3,0,0,0,144,1,0,0,0,0,0,0,1,0,0,0,0,1,4,4,3,3,4,4,3,2,2,3,4,2,0,3,1,2,4,1,1,3,2,2,3,2,3,0,0,3,3,3,1
3558,1,1,0,0,2,0,0,0,144,0,0,1,0,0,0,0,1,0,0,0,0,1,4,4,3,3,4,4,4,4,3,4,4,2,0,3,1,2,4,1,1,3,2,2,3,2,3,0,0,3,3,4,1
3559,1,1,0,0,0,1,0,0,144,0,0,0,0,0,0,0,1,0,0,0,0,1,4,4,3,3,2,2,3,2,2,2,4,2,0,3,1,2,4,1,1,3,2,2,3,2,3,0,0,3,3,2,0
3561,1,1,0,0,2,0,0,0,144,1,0,1,1,0,0,0,1,0,0,0,0,1,4,4,3,3,2,1,1,2,1,0,4,2,0,3,1,2,4,1,1,3,2,2,3,2,3,0,0,1,3,1,0
3562,1,1,1,2,3,0,0,2,90,0,1,1,1,1,0,1,0,1,0,0,0,2,1,2,4,4,3,3,2,2,1,1,3,0,3,3,3,1,1,0,0,3,0,1,2,4,4,0,2,3,2,1,0
3563,1,1,1,2,0,0,0,2,90,1,1,0,0,0,0,1,0,1,0,0,0,2,1,2,4,4,0,2,2,2,2,1,3,0,3,3,3,1,1,0,0,3,0,1,2,4,4,0,2,3,2,1,0
3564,1,1,0,2,2,1,0,2,90,1,0,1,1,0,0,1,0,1,0,0,0,2,1,2,4,4,1,2,2,2,2,1,3,0,3,3,3,1,1,0,0,3,0,1,2,4,4,0,2,3,2,1,0
3565,1,1,0,2,0,0,0,2,90,0,0,0,0,0,0,1,0,1,0,0,0,2,1,2,4,4,1,2,2,1,1,2,3,0,3,3,3,1,1,0,0,3,0,1,2,4,4,0,2,3,2,1,0
3566,1,1,0,2,0,0,0,2,90,0,1,0,0,0,0,1,0,1,0,0,0,2,1,2,4,4,3,3,3,3,2,3,3,0,3,3,3,1,1,0,0,3,0,1,2,4,4,0,2,2,2,3,1
3567,1,1,0,2,2,1,0,2,90,1,0,1,0,0,0,1,0,1,0,0,0,2,1,2,4,4,2,3,3,3,2,2,3,0,3,3,3,1,1,0,0,3,0,1,2,4,4,0,2,4,2,2,1
3568,1,1,0,2,4,0,0,2,90,0,1,0,0,0,0,1,0,1,0,0,0,2,1,2,4,4,3,3,3,2,2,1,3,0,3,3,3,1,1,0,0,3,0,1,2,4,4,0,2,3,2,2,1
3569,1,1,0,2,2,1,0,2,90,0,0,0,0,0,0,1,0,1,0,0,0,2,1,2,4,4,1,1,3,2,3,3,3,0,3,3,3,1,1,0,0,3,0,1,2,4,4,0,2,3,2,1,0
3571,1,1,0,2,0,0,0,2,90,0,0,0,0,0,0,1,0,1,0,0,0,2,1,2,4,4,2,3,3,2,3,1,3,0,3,3,3,1,1,0,0,3,0,1,2,4,4,0,2,3,2,1,0
3572,1,1,1,2,2,1,0,2,90,0,1,0,0,0,0,1,0,1,0,0,0,2,1,2,4,4,1,2,2,2,2,1,3,0,3,3,3,1,1,0,0,3,0,1,2,4,4,0,2,3,2,1,0
3573,1,1,0,2,1,0,0,2,90,0,0,0,0,0,0,1,0,1,0,0,0,2,1,2,4,4,2,3,3,3,3,3,3,0,3,3,3,1,1,0,0,3,0,1,2,4,4,0,2,3,2,3,1
3574,1,1,0,2,2,1,0,2,90,0,0,1,0,0,0,1,0,1,0,0,0,2,1,2,4,4,1,2,3,2,3,1,3,0,3,3,3,1,1,0,0,3,0,1,2,4,4,0,2,3,2,1,0
3575,1,1,1,2,2,1,0,2,90,0,0,2,0,0,0,1,0,1,0,0,0,2,1,2,4,4,1,2,2,1,2,1,3,0,3,3,3,1,1,0,0,3,0,1,2,4,4,0,2,3,2,1,0
3576,1,1,1,2,2,1,0,2,90,1,0,0,1,0,0,1,0,1,0,0,0,2,1,2,4,4,1,3,3,3,3,3,3,0,3,3,3,1,1,0,0,3,0,1,2,4,4,0,2,3,2,2,1
3578,1,1,0,2,3,0,0,2,90,1,0,0,0,0,0,1,0,1,0,0,0,2,1,2,4,4,4,3,3,3,3,3,3,0,3,3,3,1,1,0,0,3,0,1,2,4,4,0,2,3,2,3,1
3579,1,1,0,2,2,1,0,2,90,0,0,1,0,0,0,1,0,1,0,0,0,2,1,2,4,4,3,2,3,2,2,2,3,0,3,3,3,1,1,0,0,3,0,1,2,4,4,0,2,4,2,2,1
3580,1,1,0,2,0,0,0,2,90,0,0,0,0,0,0,1,0,1,0,0,0,2,1,2,4,4,1,2,3,2,2,2,3,0,3,3,3,1,1,0,0,3,0,1,2,4,4,0,2,3,2,1,0
3581,1,1,0,2,2,1,0,2,90,0,0,1,0,0,0,1,0,1,0,0,0,2,1,2,4,4,1,2,2,2,2,1,3,0,3,3,3,1,1,0,0,3,0,1,2,4,4,0,2,3,2,1,0
3582,1,1,0,2,2,1,0,2,90,1,0,1,1,0,0,1,0,1,0,0,0,2,1,2,4,4,3,2,2,2,2,1,3,0,3,3,3,1,1,0,0,3,0,1,2,4,4,0,2,3,2,2,0
3583,1,1,1,0,3,0,2,2,149,0,1,1,1,1,0,0,0,0,0,0,0,2,4,3,4,4,2,4,3,4,3,3,4,3,3,3,3,3,2,2,2,2,2,2,3,2,3,2,2,2,2,3,1
3584,1,1,1,0,0,1,2,2,149,1,1,0,0,0,0,0,0,0,0,0,0,2,4,3,4,4,2,4,3,3,2,2,4,3,3,3,3,3,2,2,2,2,2,2,3,2,3,2,2,2,2,3,1
3585,1,1,0,0,2,0,2,2,149,1,0,1,1,0,0,0,0,0,0,0,0,2,4,3,4,4,2,4,3,3,3,3,4,3,3,3,3,3,2,2,2,2,2,2,3,2,3,2,2,2,2,3,1
3586,1,1,0,0,0,1,2,2,149,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,4,4,2,4,3,3,3,2,4,3,3,3,3,3,2,2,2,2,2,2,3,2,3,2,2,3,2,2,1
3587,1,1,0,0,0,1,2,2,149,0,1,0,0,0,0,0,0,0,0,0,0,2,4,3,4,4,2,3,3,3,2,2,4,3,3,3,3,3,2,2,2,2,2,2,3,2,3,2,2,1,2,2,1
3588,1,1,0,0,2,0,2,2,149,1,0,1,0,0,0,0,0,0,0,0,0,2,4,3,4,4,2,3,2,2,2,2,4,3,3,3,3,3,2,2,2,2,2,2,3,2,3,2,2,3,2,2,1
