,gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
1209,1,1,0,2,3,0,0,0,142,0,0,0,0,0,0,1,0,0,0,0,0,3,4,3,3,3,1,3,3,3,3,2,2,0,0,3,3,3,3,0,1,2,0,3,2,4,4,0,1,3,3,2,0
1213,0,0,1,2,2,1,4,4,192,2,0,1,0,0,0,0,0,0,0,0,0,4,4,4,3,2,2,4,3,2,3,2,0,0,4,4,2,2,0,0,3,2,3,3,3,2,4,4,1,2,1,2,1
1218,0,0,0,3,2,0,0,0,121,1,0,0,0,0,0,1,0,0,0,0,0,4,4,4,4,4,3,3,2,2,3,3,3,2,3,3,2,2,3,2,3,2,1,0,4,3,4,4,0,3,2,3,0
1220,0,0,0,0,4,0,0,1,121,1,0,1,1,0,0,0,0,2,1,0,0,2,3,4,3,3,3,3,3,2,2,2,2,1,3,2,4,3,2,0,0,3,0,3,4,1,2,2,0,2,2,3,1
1222,0,0,1,0,2,0,0,1,121,2,0,1,0,0,0,0,0,2,1,0,0,2,3,4,3,3,2,3,3,2,2,2,2,1,3,2,4,3,2,0,0,3,0,3,4,1,2,2,0,2,2,2,1
1224,0,0,0,0,2,0,0,1,121,2,0,0,0,0,0,0,0,2,1,0,0,2,3,4,3,3,0,3,2,1,2,0,2,1,3,2,4,3,2,0,0,3,0,3,4,1,2,2,0,1,2,0,0
1225,0,0,0,0,2,0,0,1,121,1,0,0,0,0,0,0,0,2,1,0,0,2,3,4,3,3,1,3,2,1,3,0,2,1,3,2,4,3,2,0,0,3,0,3,4,1,2,2,0,3,2,0,0
1229,0,1,0,0,2,0,2,1,192,1,0,0,1,0,0,0,1,1,0,0,0,3,3,2,4,4,2,2,3,2,2,1,3,3,3,3,3,3,4,1,1,3,3,3,3,4,4,3,2,2,1,2,1
1230,1,1,1,3,4,0,0,0,24,0,0,1,0,0,0,0,0,0,0,1,0,2,3,3,3,3,2,3,3,3,3,2,1,0,1,2,1,1,1,2,1,3,2,1,3,1,2,1,0,2,2,2,1
1240,1,0,1,2,4,0,3,1,142,0,0,1,0,0,0,1,0,0,1,0,0,3,3,3,3,3,1,3,2,2,3,2,4,4,3,2,2,1,1,2,2,1,2,2,3,3,2,1,0,2,0,2,0
1242,1,0,0,2,2,1,1,0,70,0,0,0,0,0,0,1,0,1,1,0,0,3,4,4,3,3,3,4,3,3,4,2,3,1,2,4,4,4,4,2,3,3,0,4,4,3,3,1,2,2,4,3,0
1244,1,0,1,2,4,0,1,0,70,0,0,1,0,0,0,1,0,1,1,0,0,3,4,4,3,3,2,3,3,3,3,2,3,1,2,4,4,4,4,2,3,3,0,4,4,3,3,1,2,3,4,2,0
1245,1,0,1,2,2,1,1,0,70,0,0,0,0,0,0,1,0,1,1,0,0,3,4,4,3,3,2,4,4,3,3,3,3,1,2,4,4,4,4,2,3,3,0,4,4,3,3,1,2,3,4,3,0
1257,0,0,1,2,2,1,0,0,192,1,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,3,2,3,2,3,1,2,3,0,4,4,4,4,3,1,2,2,2,3,3,4,4,3,4,2,2,3,1
1258,0,0,0,2,2,1,0,0,192,1,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,4,3,3,4,3,3,3,0,4,4,4,4,3,1,2,2,2,3,3,4,4,3,4,2,2,3,1
1260,0,0,0,2,1,0,0,0,192,1,0,1,1,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,4,4,3,3,0,4,4,4,4,3,1,2,2,2,3,3,4,4,3,4,1,2,4,1
1263,0,0,0,2,2,1,0,0,192,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,3,3,4,3,3,4,2,2,3,0,4,4,4,4,3,1,2,2,2,3,3,4,4,3,4,3,2,3,1
1264,0,0,0,2,0,0,0,0,192,0,0,1,0,0,1,0,0,0,0,0,0,2,3,3,3,3,2,3,3,2,3,3,3,0,4,4,4,4,3,1,2,2,2,3,3,4,4,3,4,3,2,3,0
1271,0,0,0,0,0,1,3,3,169,1,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,1,2,2,2,2,2,0,1,0,4,4,4,0,0,3,1,1,4,4,3,3,1,1,3,2,2,0
1277,0,1,2,2,2,1,2,4,120,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2,2,1,2,1,2,0,3,4,4,3,3,0,3,2,3,4,4,3,3,3,1,3,2,2,0
1289,0,1,0,2,3,0,1,2,134,0,0,0,1,0,1,0,1,0,0,0,0,3,4,4,3,4,2,2,2,2,2,0,0,1,1,4,3,2,3,1,3,3,1,2,3,2,3,2,1,4,1,1,0
1290,0,1,2,2,2,1,1,2,134,1,0,0,0,0,0,0,1,0,0,0,0,3,4,4,3,4,3,3,3,0,0,0,0,1,1,4,3,2,3,1,3,3,1,2,3,2,3,2,1,2,1,1,0
1291,0,1,0,2,0,0,1,2,134,1,0,0,0,0,0,0,1,0,0,0,0,3,4,4,3,4,1,3,4,1,3,1,0,1,1,4,3,2,3,1,3,3,1,2,3,2,3,2,1,2,1,1,0
1312,0,0,1,2,2,1,3,4,192,0,0,0,0,0,1,0,0,0,0,0,0,4,4,4,4,4,1,1,2,3,2,0,4,2,4,3,3,3,3,1,4,3,2,3,4,4,4,3,4,3,1,2,0
1317,0,1,0,2,3,0,1,0,130,0,0,0,1,0,1,1,0,0,0,0,0,3,4,3,4,4,2,4,4,3,3,2,0,0,0,4,3,3,3,2,4,3,0,4,3,3,4,1,0,4,2,3,0
1319,0,1,0,2,3,0,1,0,130,0,0,1,0,0,0,1,0,0,0,0,0,3,4,3,4,4,3,4,4,4,4,2,0,0,0,4,3,3,3,2,4,3,0,4,3,3,4,1,0,3,2,4,0
1325,0,0,2,4,2,0,2,3,121,1,0,0,0,0,0,0,0,2,0,0,0,2,3,3,4,3,2,4,3,2,3,1,1,0,2,3,3,2,3,1,2,2,3,4,3,3,3,2,0,2,2,2,0
1326,0,0,0,4,0,0,2,3,121,1,0,0,0,0,0,0,0,2,0,0,0,2,3,3,4,3,1,3,3,2,3,1,1,0,2,3,3,2,3,1,2,2,3,4,3,3,3,2,0,2,2,1,0
1332,0,1,0,2,3,0,0,0,113,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,3,3,3,3,3,3,0,3,4,4,4,4,0,4,3,1,4,4,3,4,2,4,2,2,3,0
1336,0,1,0,2,3,0,0,0,64,0,0,0,1,0,1,0,0,0,1,0,0,3,3,3,3,3,3,3,3,2,2,2,1,0,2,4,3,2,3,2,3,2,2,3,3,2,2,3,2,3,2,2,0
1342,0,1,0,2,2,1,0,0,64,1,0,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,1,0,2,4,3,2,3,2,3,2,2,3,3,2,2,3,2,2,2,3,1
1343,0,1,1,2,2,1,0,0,64,0,0,1,0,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,3,3,3,3,1,0,2,4,3,2,3,2,3,2,2,3,3,2,2,3,2,3,2,3,1
1349,0,1,1,2,2,1,0,0,64,0,0,0,0,0,1,0,0,0,1,0,0,3,3,3,3,3,3,3,3,2,2,2,1,0,2,4,3,2,3,2,3,2,2,3,3,2,2,3,2,3,2,3,0
1352,1,1,1,0,0,1,2,3,26,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,3,2,3,3,3,3,2,3,0,3,3,2,1,1,1,1,3,2,3,4,2,3,1,2,4,2,2,0
1357,1,1,1,2,2,1,1,0,40,0,0,1,0,0,0,2,0,0,1,0,0,3,2,3,2,2,1,2,3,3,3,3,2,3,3,1,1,1,2,0,2,3,1,0,3,1,3,1,2,2,2,1,0
1359,1,1,0,2,3,0,1,0,40,0,1,0,0,0,0,2,0,0,1,0,0,3,2,3,2,2,3,3,3,3,2,2,2,3,3,1,1,1,2,0,2,3,1,0,3,1,3,1,2,2,2,2,0
1375,1,1,1,2,2,1,0,0,121,0,0,1,0,0,0,1,1,0,0,0,0,4,4,4,4,3,1,3,3,2,3,1,2,2,2,3,4,4,2,1,4,2,2,4,4,4,4,3,2,4,3,2,0
1377,1,1,0,2,0,0,0,0,121,0,1,0,0,0,0,1,1,0,0,0,0,4,4,4,4,3,2,3,3,2,2,0,2,2,2,3,4,4,2,1,4,2,2,4,4,4,4,3,2,2,3,2,0
1384,1,1,1,2,2,1,0,2,36,0,0,1,0,0,0,1,0,1,0,0,0,3,2,3,4,4,2,3,3,4,2,4,4,4,4,4,1,1,3,0,2,1,1,1,4,1,2,2,0,2,2,3,1
1386,1,0,1,2,2,1,3,4,30,0,0,1,0,0,0,1,0,0,0,0,0,3,3,3,4,4,2,3,4,3,3,3,3,3,3,3,2,1,3,1,3,3,3,2,3,3,3,2,1,2,2,3,0
1388,1,0,0,2,4,0,3,4,30,0,0,2,0,0,0,1,0,0,0,0,0,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,2,1,3,1,3,3,3,2,3,3,3,2,1,2,2,3,1
1394,1,0,0,1,3,0,0,0,121,0,1,0,0,0,0,1,0,1,1,0,0,3,3,4,3,2,2,3,3,2,1,2,4,4,2,3,2,2,1,1,3,3,2,2,3,1,3,2,2,1,2,2,0
1395,1,0,0,1,0,0,0,0,121,0,0,0,0,0,0,1,0,1,1,0,0,3,3,4,3,2,2,4,3,4,2,2,4,4,2,3,2,2,1,1,3,3,2,2,3,1,3,2,2,2,2,2,0
1396,1,0,1,1,0,0,0,0,121,0,0,0,0,0,0,1,0,1,1,0,0,3,3,4,3,2,2,4,4,2,2,3,4,4,2,3,2,2,1,1,3,3,2,2,3,1,3,2,2,3,2,2,1
1401,1,0,1,1,2,0,0,0,121,0,1,0,0,0,0,1,0,1,1,0,0,3,3,4,3,2,3,3,3,3,2,3,4,4,2,3,2,2,1,1,3,3,2,2,3,1,3,2,2,2,2,2,1
1403,1,0,0,1,2,0,0,0,121,0,0,0,0,0,0,1,0,1,1,0,0,3,3,4,3,2,3,3,3,2,3,2,4,4,2,3,2,2,1,1,3,3,2,2,3,1,3,2,2,3,2,3,1
1424,1,0,1,2,2,1,0,0,184,1,0,0,0,0,0,0,1,1,1,0,0,3,4,4,4,2,3,3,4,2,4,1,3,0,1,3,2,3,3,0,3,2,0,2,3,4,4,0,4,3,2,3,0
1433,1,1,0,0,2,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,2,2,3,3,2,2,2,4,4,3,4,4,4,4,0,2,3,2,3,4,3,2,1,2,3,4,2,0
1434,1,1,0,0,3,0,3,0,23,0,1,0,0,0,0,0,0,0,0,0,0,2,3,2,3,2,1,1,2,0,0,1,4,4,3,4,4,4,4,0,2,3,2,3,4,3,2,1,2,3,4,1,0
1436,1,1,1,0,0,1,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,2,2,2,2,1,2,2,4,4,3,4,4,4,4,0,2,3,2,3,4,3,2,1,2,2,4,1,0
1437,1,1,1,0,2,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,2,1,1,3,2,3,1,4,4,3,4,4,4,4,0,2,3,2,3,4,3,2,1,2,3,4,1,0
1454,0,0,0,1,2,0,0,1,60,1,1,0,0,0,0,0,0,0,0,0,0,3,4,3,2,3,2,2,2,2,2,3,2,3,1,1,1,1,2,0,2,3,3,2,3,2,4,0,0,3,2,2,0
1455,0,0,0,1,2,0,0,1,60,1,1,1,0,0,0,0,0,0,0,0,0,3,4,3,2,3,0,1,0,0,2,0,2,3,1,1,1,1,2,0,2,3,3,2,3,2,4,0,0,2,2,0,0
1456,0,0,0,1,2,0,0,1,60,1,0,0,0,0,0,0,0,0,0,0,0,3,4,3,2,3,3,2,3,3,3,2,2,3,1,1,1,1,2,0,2,3,3,2,3,2,4,0,0,3,2,3,1
1464,1,0,0,2,3,0,3,2,171,2,0,0,0,0,0,1,1,0,0,0,0,4,4,4,4,4,2,4,3,4,3,3,4,3,3,3,3,3,2,0,3,3,2,3,3,4,4,2,3,3,2,3,1
1467,1,0,0,0,3,0,1,0,47,2,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2,2,2,2,2,2,2,2,2,0,2,2,2,2,1,2,1,3,3,2,3,3,2,2,1,3,2,2,0
1477,0,0,1,0,2,0,3,2,70,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,4,1,1,2,1,3,3,4,4,3,2,1,2,3,0
1479,0,0,0,2,0,0,3,4,129,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,4,3,4,4,3,3,1,1,3,4,2,3,2,2,3,2,4,2,3,3,3,3,2,3,4,1
1488,1,1,1,2,2,1,4,2,142,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,2,2,1,3,0,4,3,2,2,0,2,3,3,4,1,4,0,4,2,0,3,2,3,1
1492,1,1,1,2,2,1,2,2,142,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,3,3,3,3,3,3,3,2,3,4,2,2,2,1,3,3,2,3,2,1,2,1,1,2,2,3,1
1494,1,1,0,2,2,1,2,2,142,0,1,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,3,3,3,3,3,3,3,2,3,4,2,2,2,1,3,3,2,3,2,1,2,1,1,1,2,3,1
1495,1,1,1,3,2,0,1,1,142,0,0,0,0,0,0,1,1,0,0,0,0,3,4,3,3,2,3,3,3,3,3,3,4,4,1,4,2,2,3,1,3,1,3,4,4,3,4,2,2,2,1,3,1
1498,1,1,0,3,2,0,1,1,142,0,1,0,0,0,0,1,1,0,0,0,0,3,4,3,3,2,3,4,3,3,2,2,4,4,1,4,2,2,3,1,3,1,3,4,4,3,4,2,2,2,1,3,1
1500,0,0,1,2,2,1,0,1,177,0,1,1,1,0,0,0,0,1,1,0,0,4,4,4,4,3,2,4,4,3,3,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,3,2,2,1,3,4,1
1502,0,0,0,2,2,1,0,1,177,0,0,0,0,0,0,0,0,1,1,0,0,4,4,4,4,3,4,4,4,3,3,3,2,2,2,2,2,2,2,4,3,2,2,2,2,2,3,2,2,2,3,4,1
1514,0,0,0,2,2,1,0,1,177,0,0,1,1,0,0,0,0,1,1,0,0,4,4,4,4,3,2,1,3,4,4,4,2,2,2,2,2,2,2,4,3,2,2,2,2,2,3,2,2,1,3,3,1
1515,0,1,1,2,1,0,2,0,121,0,0,0,0,0,0,0,1,1,0,0,0,3,4,3,3,3,2,2,3,3,3,1,1,2,2,3,4,4,2,1,3,3,2,3,3,3,3,2,1,2,2,2,0
1518,0,1,1,2,2,1,2,0,121,0,0,0,0,0,0,0,1,1,0,0,0,3,4,3,3,3,3,4,4,3,3,3,1,2,2,3,4,4,2,1,3,3,2,3,3,3,3,2,1,3,2,3,1
1522,0,0,1,2,2,1,2,0,166,0,1,1,1,0,0,0,0,0,0,0,0,3,3,3,4,4,1,3,3,2,3,1,4,3,4,2,2,2,1,1,3,2,2,1,3,4,3,3,1,3,2,1,0
1523,0,0,1,2,1,0,2,0,166,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,3,3,3,3,3,3,4,3,4,2,2,2,1,1,3,2,2,1,3,4,3,3,1,4,2,3,0
1527,0,0,1,2,2,1,2,0,166,1,1,1,0,0,0,0,0,0,0,0,0,3,3,3,4,4,3,3,3,3,2,3,4,3,4,2,2,2,1,1,3,2,2,1,3,4,3,3,1,3,2,3,0
1529,0,0,0,2,4,0,2,0,166,1,0,0,1,0,0,0,0,0,0,0,0,3,3,3,4,4,3,3,3,3,3,2,4,3,4,2,2,2,1,1,3,2,2,1,3,4,3,3,1,3,2,3,0
1531,0,0,0,2,0,0,2,0,166,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,2,2,2,2,2,2,4,3,4,2,2,2,1,1,3,2,2,1,3,4,3,3,1,2,2,2,0
1534,0,0,1,2,2,1,2,0,166,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,2,3,3,3,3,2,4,3,4,2,2,2,1,1,3,2,2,1,3,4,3,3,1,3,2,2,0
1535,0,0,1,2,2,1,2,0,166,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,4,4,2,3,3,3,3,3,4,3,4,2,2,2,1,1,3,2,2,1,3,4,3,3,1,3,2,3,0
1544,0,0,1,2,2,1,4,3,162,0,0,1,0,0,0,0,0,1,0,0,0,2,2,3,4,3,3,3,3,3,2,1,0,0,0,4,4,2,0,0,0,3,4,4,4,2,3,4,0,4,2,0,0
1547,0,0,0,2,0,0,4,3,162,0,0,0,0,0,0,0,0,1,0,0,0,2,2,3,4,3,2,4,3,3,3,4,0,0,0,4,4,2,0,0,0,3,4,4,4,2,3,4,0,2,2,3,0
1548,0,0,1,2,2,1,4,3,162,0,0,0,0,0,0,0,0,1,0,0,0,2,2,3,4,3,4,3,4,3,3,2,0,0,0,4,4,2,0,0,0,3,4,4,4,2,3,4,0,2,2,3,0
1551,0,0,1,2,2,1,4,3,162,0,0,1,0,0,0,0,0,1,0,0,0,2,2,3,4,3,4,4,4,3,3,3,0,0,0,4,4,2,0,0,0,3,4,4,4,2,3,4,0,1,2,4,1
1555,0,0,1,0,2,0,1,1,23,0,1,1,1,0,0,0,0,0,0,0,0,3,3,3,4,3,2,2,3,2,2,1,3,3,3,4,4,4,2,0,3,3,3,4,3,2,2,3,4,3,2,2,0
1556,0,0,1,0,1,0,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,3,2,3,3,4,3,3,3,3,4,4,4,2,0,3,3,3,4,3,2,2,3,4,3,2,3,1
1557,0,0,0,0,2,0,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,3,2,3,2,2,2,3,3,3,4,4,4,2,0,3,3,3,4,3,2,2,3,4,2,2,2,1
1572,0,1,1,0,1,0,3,1,23,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,3,3,2,3,3,3,2,3,1,2,4,4,4,2,0,0,3,4,4,4,2,3,4,3,2,2,2,0
1574,0,1,1,0,0,1,3,1,23,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,3,2,3,3,1,4,3,3,1,2,4,4,4,2,0,0,3,4,4,4,2,3,4,3,2,2,3,0
1575,0,1,0,0,2,0,3,1,23,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,3,3,4,4,3,3,3,3,1,2,4,4,4,2,0,0,3,4,4,4,2,3,4,3,3,2,3,1
1579,0,1,0,0,2,0,3,1,23,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,3,1,3,3,2,3,0,3,1,2,4,4,4,2,0,0,3,4,4,4,2,3,4,3,2,2,2,0
1604,0,1,1,2,1,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,3,2,3,3,3,2,2,0,3,4,4,3,3,1,0,3,0,4,3,4,4,3,3,2,1,2,0
1619,0,1,1,0,2,0,0,1,177,0,0,1,0,0,0,0,0,0,0,0,0,3,4,3,4,3,3,3,3,3,3,4,1,0,1,3,4,3,2,1,3,3,2,4,4,4,4,3,0,4,2,4,1
1621,0,1,1,0,2,0,0,1,177,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,3,4,4,3,3,2,1,0,1,3,4,3,2,1,3,3,2,4,4,4,4,3,0,2,2,3,1
1623,0,1,1,0,0,1,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,2,2,2,3,2,3,2,3,2,3,3,3,2,2,1,3,3,2,3,4,3,3,3,2,3,2,2,1
1624,0,1,0,0,2,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,2,3,3,3,3,2,3,3,2,3,3,3,2,2,1,3,3,2,3,4,3,3,3,2,3,2,3,1
1625,0,1,0,2,2,1,3,1,142,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,2,3,4,2,3,3,4,3,3,3,2,2,2,0,2,3,3,3,3,2,2,1,0,1,3,2,0
1631,0,1,1,2,2,1,3,1,142,1,1,1,0,0,0,0,0,0,0,0,0,3,4,4,4,4,3,4,4,4,3,2,4,3,3,3,2,2,2,0,2,3,3,3,3,2,2,1,0,4,3,3,0
1633,0,1,0,2,4,0,3,1,142,1,0,0,1,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,4,3,4,3,3,3,2,2,2,0,2,3,3,3,3,2,2,1,0,3,3,3,1
1635,0,1,0,2,0,0,3,1,142,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,2,4,3,2,3,2,4,3,3,3,2,2,2,0,2,3,3,3,3,2,2,1,0,3,3,2,0
1636,0,1,1,2,2,1,3,1,142,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,4,4,4,4,3,4,4,3,3,3,2,2,2,0,2,3,3,3,3,2,2,1,0,3,3,3,1
1644,0,1,0,2,2,1,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,3,4,3,3,3,3,3,2,0,0,4,4,3,3,2,0,0,3,1,4,4,2,3,3,1,2,1,3,1
1646,0,1,0,2,2,1,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,3,4,2,3,2,2,2,3,0,0,4,4,3,3,2,0,0,3,1,4,4,2,3,3,1,3,1,2,0
1648,0,1,1,2,2,1,2,0,23,0,0,1,0,0,0,0,0,0,0,0,0,3,4,2,3,4,3,2,2,2,1,2,0,0,4,4,3,3,2,0,0,3,1,4,4,2,3,3,1,4,1,2,0
1649,0,1,0,2,4,0,2,0,23,1,0,0,1,0,0,0,0,0,0,0,0,3,4,2,3,4,3,3,3,2,2,2,0,0,4,4,3,3,2,0,0,3,1,4,4,2,3,3,1,3,1,2,0
1650,0,1,0,2,2,1,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,3,4,2,2,2,2,2,1,0,0,4,4,3,3,2,0,0,3,1,4,4,2,3,3,1,2,1,1,0
1651,0,1,0,2,0,0,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,3,4,1,2,1,2,2,1,0,0,4,4,3,3,2,0,0,3,1,4,4,2,3,3,1,3,1,1,0
1654,0,1,1,2,2,1,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,3,4,1,3,3,1,3,2,0,0,4,4,3,3,2,0,0,3,1,4,4,2,3,3,1,3,1,2,0
1657,0,1,0,1,2,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,1,3,4,1,4,1,1,3,4,4,4,4,3,2,4,3,4,4,4,4,4,3,3,3,2,1,0
1666,0,1,0,1,2,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,2,4,4,2,4,1,1,3,4,4,4,4,3,2,4,3,4,4,4,4,4,3,3,2,2,2,0
1672,0,1,0,1,2,0,0,0,23,0,0,1,1,0,0,0,0,0,0,0,0,3,4,4,4,4,2,4,4,4,4,3,1,3,4,4,4,4,3,2,4,3,4,4,4,4,4,3,3,2,2,3,1
1673,0,1,0,0,2,0,2,1,33,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,0,1,1,0,1,0,3,3,3,3,2,2,4,0,4,2,1,2,3,2,2,2,1,2,1,0,0
1680,0,1,1,0,2,0,2,1,33,0,0,1,0,0,0,0,0,0,0,0,0,3,3,4,3,4,2,3,3,1,2,1,3,3,3,3,2,2,4,0,4,2,1,2,3,2,2,2,1,2,1,1,0
1695,1,0,1,2,0,0,1,1,175,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,2,4,3,3,3,3,3,0,1,1,2,3,1,3,2,2,3,2,2,3,1,4,2,0,2,3,3,1
1708,1,1,0,2,0,0,3,0,174,0,0,0,0,0,0,0,1,1,1,0,0,2,4,3,4,3,2,2,2,2,2,1,3,3,2,4,4,3,2,1,2,3,3,3,4,3,4,3,0,3,2,2,0
1718,1,1,1,1,2,0,1,1,31,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,3,4,4,3,3,1,4,3,4,2,2,1,1,1,3,2,1,3,4,2,4,1,0,2,2,3,1
1720,1,1,1,1,0,0,1,1,31,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,3,4,3,2,3,0,4,3,4,2,2,1,1,1,3,2,1,3,4,2,4,1,0,3,2,1,0
1721,1,1,1,1,2,0,1,1,31,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,3,3,3,3,3,3,4,3,4,2,2,1,1,1,3,2,1,3,4,2,4,1,0,3,2,3,1
1723,1,1,1,1,0,0,1,1,31,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,4,4,3,3,4,4,3,4,3,4,2,2,1,1,1,3,2,1,3,4,2,4,1,0,3,2,3,1
1724,1,0,0,2,2,1,2,0,14,0,0,1,1,0,0,0,0,0,0,0,0,3,3,4,4,3,3,3,3,3,2,1,4,4,4,3,3,2,3,2,4,3,3,2,3,2,4,2,0,2,3,3,0
1726,1,0,0,2,2,1,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,2,3,4,4,1,0,4,4,4,3,3,2,3,2,4,3,3,2,3,2,4,2,0,3,3,2,0
1730,1,0,1,2,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,2,2,3,2,3,2,4,4,4,3,3,2,3,2,4,3,3,2,3,2,4,2,0,2,3,2,0
1731,1,0,1,2,2,1,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,3,2,3,2,3,3,4,4,4,3,3,2,3,2,4,3,3,2,3,2,4,2,0,2,3,3,0
1741,1,1,1,0,2,0,0,0,14,0,1,1,0,0,0,0,0,0,0,0,0,3,3,3,4,3,1,2,2,0,3,0,1,1,1,3,3,3,2,0,3,1,1,1,4,4,4,3,1,3,1,1,0
1744,1,1,2,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,1,2,3,1,2,1,1,1,1,3,3,3,2,0,3,1,1,1,4,4,4,3,1,3,1,1,0
1748,1,1,1,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,2,4,3,2,2,1,1,1,1,3,3,3,2,0,3,1,1,1,4,4,4,3,1,3,1,2,0
1752,1,1,1,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,3,2,3,2,3,1,1,1,1,3,3,3,2,0,3,1,1,1,4,4,4,3,1,2,1,1,0
1773,1,1,2,2,2,1,0,0,171,0,0,0,0,0,0,1,1,1,0,0,0,3,4,2,4,1,4,4,4,3,3,3,3,2,2,2,3,3,3,0,1,2,0,2,2,1,2,0,0,3,2,4,1
1777,1,1,1,2,2,1,1,3,3,0,1,1,0,0,0,0,0,1,0,0,0,3,2,3,4,0,2,4,4,2,3,1,1,0,2,2,3,3,0,0,0,3,3,3,3,2,2,0,0,3,2,2,0
1780,1,1,2,2,2,1,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,3,2,3,4,0,3,3,4,3,3,3,1,0,2,2,3,3,0,0,0,3,3,3,3,2,2,0,0,4,2,3,1
